num_players,trial,item_id,congestion,dV,dP
72,3,20,33,0.0,-0.05
72,3,9,53,0.0,-0.07559807217995576
72,3,21,34,0.0,0.010882916886068267
72,4,0,39,0.0,-0.20746847741296817
72,4,34,52,0.0,-0.05
72,4,1,40,0.0,-0.33262326215754484
72,4,35,52,0.0,0.1557352225318051
72,4,2,42,0.0,-0.09228912201407877
72,4,36,58,0.0,0.012457338010700703
72,4,3,44,0.0,-0.03526084565697827
72,4,37,58,0.0,0.059348394606246496
72,4,4,48,0.0,0.0
72,4,38,59,0.0,-0.3020872902133404
72,4,5,49,0.0,0.05228486002060943
72,4,39,59,0.0,0.05000000000000002
72,4,6,52,0.0,-0.026243560056595915
72,4,40,57,0.0,0.009106477763392906
72,4,7,51,0.0,0.07500000000000001
72,4,41,54,0.0,-0.2015043515983843
72,4,8,51,0.0,0.0
72,4,42,52,0.0,-0.38884810169363576
72,4,9,53,0.0,-0.23402470446439166
72,4,43,47,0.0,-0.13417062958391346
72,4,10,52,0.0,0.24691965854932124
72,4,44,44,0.0,-0.16837303160866296
72,4,11,53,0.0,0.078346879448765
72,4,45,43,0.0,0.225
72,4,12,53,0.0,-0.13374886846662115
72,4,46,42,0.0,-0.06989916651058914
72,4,13,54,-2.0,0.2985969932178599
72,4,47,41,-2.0,0.0
72,5,6,52,0.0,0.18548862147309914
72,5,18,37,0.0,-0.015029912986689408
72,5,7,51,0.0,0.2
72,5,19,35,0.0,0.0
72,5,8,51,0.0,-0.09999999999999999
72,5,20,33,0.0,0.0
72,5,9,53,0.0,-0.21971170347770846
72,5,21,34,0.0,-0.03669928612529269
72,5,10,52,0.0,-0.14985145956112564
72,5,22,33,0.0,0.09541241077931
72,5,11,53,0.0,-0.18850617919746895
72,5,23,29,0.0,-0.10197422458199465
72,5,12,53,0.0,0.0627328111896571
72,5,24,29,0.0,0.0
72,5,13,54,0.0,-0.3217800497903946
72,5,25,30,0.0,0.0
72,5,14,45,0.0,0.09999999999999999
72,5,26,32,0.0,0.0
72,5,15,42,0.0,0.28312122607531964
72,5,27,31,0.0,-0.016810378868285313
72,5,16,36,0.0,-0.14315035418243566
72,5,28,31,0.0,0.0
72,6,0,39,0.0,-0.0776609271560011
72,6,32,37,0.0,0.10437909210712061
72,6,1,40,0.0,-0.036700690044591755
72,6,33,39,0.0,0.04699681217992074
72,6,2,42,0.0,-0.08811729111742125
72,6,34,52,0.0,0.23720014533237077
72,6,3,44,0.0,0.034222251331069625
72,6,35,52,0.0,-0.1641178336725623
72,6,4,48,0.0,-0.15674772339840007
72,6,36,58,0.0,0.07546292325355164
72,6,5,49,-2.0,-0.025364794925598105
72,6,37,58,-2.0,0.1810361769515626
72,6,6,52,0.0,0.013475034843569253
72,6,38,59,0.0,-0.1062848002144674
72,6,7,51,0.0,-0.03984599820449574
72,6,39,59,0.0,-0.2924237083418599
72,6,8,51,0.0,-0.32617767699317657
72,6,40,57,0.0,-0.3678241260635742
72,6,9,53,0.0,-0.019187228856627644
72,6,41,54,0.0,-0.044772599815091796
72,6,10,52,0.0,0.11162008116899011
72,6,42,52,0.0,0.05097881117617535
72,6,11,53,0.0,-0.18405328549977057
72,6,43,47,0.0,-0.09676778367167199
72,6,12,53,0.0,-0.16560960724483784
72,6,44,44,0.0,-0.13674203041786903
72,6,13,54,0.0,-0.15936356520888253
72,6,45,43,0.0,-0.08185458005518458
72,6,14,45,0.0,0.02093072400885044
72,6,46,42,0.0,0.08205936064932111
72,6,15,42,0.0,0.030997617514381626
72,6,47,41,0.0,0.007729482661869763
72,7,0,39,0.0,-0.07121373920826331
72,7,26,32,0.0,-0.004657250556657516
72,7,1,40,0.0,-0.006582409121385091
72,7,27,31,0.0,0.0
72,7,2,42,0.0,-0.05
72,7,28,31,0.0,0.010752570220295776
72,7,3,44,0.0,0.04063706683685626
72,7,29,31,0.0,-0.10460126155567559
72,7,4,48,0.0,-0.21522055368196713
72,7,30,34,0.0,-0.11746780414906613
72,7,5,49,0.0,-0.14526497909601618
72,7,31,34,0.0,-0.1221973737745072
72,7,6,52,0.0,0.0
72,7,32,37,0.0,-0.02731663042078076
72,7,7,51,0.0,0.05173911073881264
72,7,33,39,0.0,0.0
72,7,8,51,-2.0,-0.0036591094344404843
72,7,34,52,-2.0,0.2
72,7,9,53,0.0,-0.09999999999999999
72,7,35,52,0.0,-0.22422540425356835
72,7,10,52,-2.0,0.24213962156418214
72,7,36,58,-2.0,0.06172854265405194
72,7,11,53,0.0,0.15267694005273202
72,7,37,58,0.0,-0.24179863492290263
72,7,12,53,0.0,-0.010826102663267279
72,7,38,59,0.0,-0.06884274489632664
72,7,13,54,0.0,0.11534613149808176
72,7,39,59,0.0,-0.1494083308664278
72,7,14,45,0.0,0.0
72,7,40,57,0.0,-0.22608596492119667
72,7,15,42,0.0,0.10818938796962417
72,7,41,54,0.0,-0.34301464365883483
72,7,16,36,0.0,-0.04693934945453769
72,7,42,52,0.0,0.2484847242643703
72,8,0,39,0.0,0.05
72,8,32,37,0.0,0.0
72,8,1,40,0.0,-0.07441355743774566
72,8,33,39,0.0,-0.025
72,8,2,42,0.0,-0.21871773122659746
72,8,34,52,0.0,-0.025753913555962488
72,8,3,44,0.0,-0.04290562873733695
72,8,35,52,0.0,0.007812319790929063
72,8,4,48,0.0,0.013007858701563277
72,8,36,58,0.0,-0.27453336198128053
72,8,5,49,0.0,-0.5565100111927389
72,8,37,58,0.0,-0.02992154047104409
72,8,6,52,-2.0,0.025
72,8,38,59,-2.0,0.1
72,8,7,51,0.0,0.08095345308823497
72,8,39,59,0.0,-0.1669694726400816
72,8,8,51,0.0,-0.03232610197782422
72,8,40,57,0.0,0.08145057178086977
72,8,9,53,-2.0,-0.03207646805164649
72,8,41,54,-2.0,-0.20600516774700794
72,8,10,52,0.0,-0.034133810908371615
72,8,42,52,0.0,-0.10461541319594386
72,8,11,53,0.0,-0.09168306245594224
72,8,43,47,0.0,-0.1935752436591049
72,8,12,53,0.0,-0.1174633022855559
72,8,44,44,0.0,-0.15731496048847207
72,8,13,54,0.0,0.26664142113807004
72,8,45,43,0.0,0.06481554465279046
72,8,14,45,0.0,-0.1
72,8,46,42,0.0,0.05
72,8,15,42,0.0,0.24118462362102
72,8,47,41,0.0,0.0024779416957717406
72,9,0,39,0.0,0.0
72,9,26,32,0.0,0.0
72,9,1,40,0.0,0.12167962242752138
72,9,27,31,0.0,-0.05
72,9,2,42,0.0,0.06387222162468845
72,9,28,31,0.0,0.012397937104064444
72,9,3,44,0.0,-0.09999999999999999
72,9,29,31,0.0,-0.024794161244558348
72,9,4,48,0.0,-0.14496739724865937
72,9,30,34,0.0,0.06768452958155755
72,9,5,49,0.0,0.0
72,9,31,34,0.0,-0.028449725670750818
72,9,6,52,0.0,0.008953736657576334
72,9,32,37,0.0,-0.040247633838414724
72,9,7,51,0.0,0.001350440808176917
72,9,33,39,0.0,0.0
72,9,8,51,0.0,0.20534543466438682
72,9,34,52,0.0,0.05723165901132932
72,9,9,53,0.0,0.3363225369783342
72,9,35,52,0.0,0.1177481513058555
72,9,10,52,0.0,-0.13475290284911845
72,9,36,58,0.0,-0.19070648083255604
72,9,11,53,0.0,0.031125341211968402
72,9,37,58,0.0,0.013122289369748075
72,9,12,53,0.0,-0.10311217285964233
72,9,38,59,0.0,-0.016467368130601942
72,9,13,54,0.0,0.10737378842558802
72,9,39,59,0.0,0.06928984969724655
72,9,14,45,0.0,0.10752541036278497
72,9,40,57,0.0,0.1
72,9,15,42,0.0,-0.14109419189116978
72,9,41,54,0.0,0.03098030130007974
72,9,16,36,0.0,-0.05
72,9,42,52,0.0,-0.125
72,9,17,35,0.0,0.0
72,9,43,47,0.0,-0.1712521120935785
72,9,18,37,0.0,0.0
72,9,44,44,0.0,-0.02836561214201397
72,9,19,35,0.0,0.0
72,9,45,43,0.0,0.05832880032674869
72,9,20,33,0.0,-0.006506865383239297
72,9,46,42,0.0,-0.011561409316611154
72,9,21,34,-2.0,0.03967393743180322
72,9,47,41,-2.0,0.010161626002874763
108,0,0,74,0.0,0.0798678758902906
108,0,50,76,0.0,0.11415764261964462
108,0,1,75,0.0,0.216326159007318
108,0,51,76,0.0,0.04376541079782983
108,0,2,77,0.0,-0.689966673016668
108,0,52,86,0.0,0.05667206405340011
108,0,3,77,2.0,0.06068931239889497
108,0,53,86,2.0,-0.05548671840862006
108,0,4,78,2.0,0.014633313459865571
108,0,54,91,2.0,-0.05992476881852325
108,0,5,79,0.0,-0.15059997909197084
108,0,55,92,0.0,0.07609699780180348
108,0,6,81,0.0,0.2502057346056752
108,0,56,91,0.0,-5.112693025374759e-05
108,0,7,82,2.0,0.031187093025229456
108,0,57,91,2.0,0.10802166458586662
108,0,8,86,0.0,-0.4301269768204014
108,0,58,89,0.0,0.19686622334445955
108,0,9,87,0.0,-0.12251039054288315
108,0,59,89,0.0,-0.044229130919889725
108,0,10,88,0.0,0.005861304689447011
108,0,60,87,0.0,0.18766433481172415
108,0,11,89,0.0,0.013313110212794965
108,0,61,86,0.0,0.021579778455664236
108,0,12,88,0.0,0.05294248986545719
108,0,62,84,0.0,0.13953934403101656
108,0,13,90,0.0,0.07231992177251417
108,0,63,83,0.0,-0.13038752719611374
108,0,14,90,0.0,-0.14048468621933013
108,0,64,81,0.0,-0.017972153325389262
108,0,15,90,0.0,0.0
108,0,65,78,0.0,0.195413993921986
108,0,16,88,-2.0,-0.11736569580729793
108,0,66,75,-2.0,0.013076133109731103
108,0,17,88,0.0,-0.02138207057229763
108,0,67,72,0.0,-0.07194868110967623
108,0,18,82,0.0,0.04274255074222705
108,0,68,70,0.0,0.43768792294664804
108,0,19,83,0.0,0.2577242206565159
108,0,69,69,0.0,-0.017018321281090487
108,0,20,74,0.0,0.07365499838317063
108,0,70,68,0.0,0.042986521457565235
108,0,21,74,0.0,-0.0952873015748068
108,0,71,67,0.0,0.09970640189568285
108,1,0,74,0.0,-0.10304188912595066
108,1,54,91,0.0,0.013410513286742087
108,1,1,75,-2.0,-0.3375451589324306
108,1,55,92,-2.0,0.06473025278782729
108,1,2,77,0.0,0.08013800195801984
108,1,56,91,0.0,-0.0877917467901466
108,1,3,77,0.0,-0.27642301289834725
108,1,57,91,0.0,0.12456546491526266
108,1,4,78,0.0,-0.4232303406595561
108,1,58,89,0.0,0.06539815609065544
108,1,5,79,0.0,-0.14704768562487908
108,1,59,89,0.0,-0.024601953732439993
108,1,6,81,0.0,-0.1788176872133686
108,1,60,87,0.0,-0.08669705718473822
108,1,7,82,0.0,-0.20671902581092644
108,1,61,86,0.0,-0.045610494900722706
108,1,8,86,0.0,-0.14397057054362883
108,1,62,84,0.0,-0.058483918561353654
108,1,9,87,0.0,-0.23427490045642824
108,1,63,83,0.0,-0.43628031339463036
108,1,10,88,0.0,-0.1762566914093645
108,1,64,81,0.0,-0.06105922548662612
108,1,11,89,0.0,-0.06669460152280453
108,1,65,78,0.0,-0.11430029302678413
108,1,12,88,0.0,0.07984173629098519
108,1,66,75,0.0,-0.04243549531476615
108,1,13,90,0.0,-0.004511801138101984
108,1,67,72,0.0,-0.25385242360107957
108,1,14,90,0.0,-0.24933790617512114
108,1,68,70,0.0,-0.29215311159149293
108,1,15,90,0.0,0.08285643782233636
108,1,69,69,0.0,0.0183996526695569
108,1,16,88,0.0,0.00019516876679223638
108,1,70,68,0.0,-0.051642150299378714
108,1,17,88,-2.0,-0.18890464842462318
108,1,71,67,-2.0,-0.09264230455451325
108,2,0,74,0.0,0.01691678927139728
108,2,52,86,0.0,-0.2513396518514659
108,2,1,75,0.0,0.012304964347234937
108,2,53,86,0.0,-0.10167958441329378
108,2,2,77,0.0,-0.2883049028399178
108,2,54,91,0.0,-0.2569369973316569
108,2,3,77,0.0,-0.36344688932704755
108,2,55,92,0.0,-0.12226207501370662
108,2,4,78,0.0,0.2735967261193813
108,2,56,91,0.0,0.041628950122433984
108,2,5,79,0.0,-0.050947497592790325
108,2,57,91,0.0,-0.22797909692336363
108,2,6,81,-2.0,-0.22421662891085498
108,2,58,89,-2.0,-0.09437963756053391
108,2,7,82,0.0,-0.13769075296882793
108,2,59,89,0.0,-0.06511840394063753
108,2,8,86,0.0,-0.07296030736289305
108,2,60,87,0.0,0.07118916271460668
108,2,9,87,0.0,-0.11918925730238661
108,2,61,86,0.0,0.03633120046185817
108,2,10,88,0.0,0.01755364309046098
108,2,62,84,0.0,0.04614223079020485
108,2,11,89,-2.0,0.23900718041348146
108,2,63,83,-2.0,0.16770572783155244
108,2,12,88,0.0,-0.22053331333293105
108,2,64,81,0.0,0.10843900094854048
108,2,13,90,2.0,-0.025495699704182362
108,2,65,78,2.0,-0.198929682760667
108,2,14,90,0.0,0.09558306552031574
108,2,66,75,0.0,0.23672877067858
108,2,15,90,0.0,0.044035400934335056
108,2,67,72,0.0,-0.1602513664432691
108,2,16,88,0.0,-0.0335438885000755
108,2,68,70,0.0,-0.1379504005317591
108,2,17,88,0.0,-0.09341635397674032
108,2,69,69,0.0,-0.5060180370037112
108,2,18,82,0.0,0.01124940684478229
108,2,70,68,0.0,-0.06155667939567909
108,2,19,83,0.0,-0.2862552558366947
108,2,71,67,0.0,0.09666862385271743
108,3,0,74,0.0,-0.46137978887386694
108,3,52,86,0.0,-0.27135616625724157
108,3,1,75,0.0,0.034580021873626576
108,3,53,86,0.0,0.06903744584979114
108,3,2,77,0.0,-0.08168814938767632
108,3,54,91,0.0,0.16702889467086912
108,3,3,77,0.0,-0.23734404876951232
108,3,55,92,0.0,-0.08403841422619461
108,3,4,78,0.0,0.28023714358216006
108,3,56,91,0.0,-0.08785298542995976
108,3,5,79,0.0,-0.24243048609588655
108,3,57,91,0.0,-0.2635095227323141
108,3,6,81,0.0,-0.21675368340601048
108,3,58,89,0.0,-0.01761027117551489
108,3,7,82,0.0,0.2186712747863226
108,3,59,89,0.0,0.03836182313341187
108,3,8,86,0.0,0.11049969466860299
108,3,60,87,0.0,-0.09342751840511097
108,3,9,87,0.0,-0.22179110539020325
108,3,61,86,0.0,-0.0782438494901406
108,3,10,88,2.0,0.15372147034205985
108,3,62,84,2.0,-0.3456184459040439
108,3,11,89,0.0,-0.07550993916842318
108,3,63,83,0.0,0.12767323237449585
108,3,12,88,0.0,-0.1388493873252716
108,3,64,81,0.0,-0.2030610795652329
108,3,13,90,0.0,-0.061763772635043325
108,3,65,78,0.0,0.09752309727610264
108,3,14,90,0.0,-0.04682045298346503
108,3,66,75,0.0,-0.031689738735854345
108,3,15,90,0.0,-0.13744272779701416
108,3,67,72,0.0,-0.16346201515237346
108,3,16,88,0.0,-0.05
108,3,68,70,0.0,0.20927413206736625
108,3,17,88,0.0,-0.021990556373744252
108,3,69,69,0.0,-0.24190710283938158
108,3,18,82,0.0,0.06328014716560829
108,3,70,68,0.0,0.03581276068297579
108,3,19,83,0.0,-0.12241344224382328
108,3,71,67,0.0,0.0840003516936978
108,4,22,71,0.0,0.1529306904831247
108,4,44,49,0.0,0.18896726070668812
108,4,23,70,0.0,0.0482776362726946
108,4,45,49,0.0,-0.018510250385771698
108,4,24,56,0.0,-0.013335544799162172
108,4,46,55,0.0,0.041754747281531335
108,4,25,55,0.0,0.10670257194395377
108,4,47,54,0.0,0.02579281418368826
108,4,26,46,0.0,0.0
108,4,48,68,0.0,0.055395936019281736
108,4,27,47,0.0,0.0
108,4,49,70,0.0,0.05164651474083589
108,4,28,39,0.0,0.08788798157381078
108,4,50,76,0.0,0.04863726609097345
108,4,29,40,0.0,0.09780845666151328
108,4,51,76,0.0,0.04097021829419969
108,4,30,34,0.0,-0.04734612423644796
108,4,52,86,0.0,0.04566673048053845
108,4,31,34,0.0,0.05
108,4,53,86,0.0,-0.058202626019194306
108,4,32,33,0.0,0.0
108,4,54,91,0.0,-0.17480334722101457
108,4,33,33,0.0,-0.04030946737869031
108,4,55,92,0.0,-0.21736895349843763
108,4,34,34,0.0,0.0
108,4,56,91,0.0,-0.1121754262123087
108,4,35,33,0.0,0.0
108,4,57,91,0.0,-0.14415437258075806
108,4,36,33,0.0,0.0
108,4,58,89,0.0,-0.19946339563965595
108,4,37,35,0.0,-0.05394458316528762
108,4,59,89,0.0,0.17100556406366121
108,4,38,40,-2.0,0.0
108,4,60,87,-2.0,0.12045132504715811
108,4,39,40,0.0,0.0
108,4,61,86,0.0,-0.0234001517735542
108,4,40,42,0.0,0.0
108,4,62,84,0.0,0.09722176682847752
108,4,41,40,0.0,-0.03730642888501864
108,4,63,83,0.0,-0.01735602699904304
108,4,42,44,0.0,-0.07500573197977914
108,4,64,81,0.0,0.2612980729314538
108,5,27,47,0.0,0.0
108,5,55,92,0.0,0.09053069083868351
108,5,28,39,0.0,0.0
108,5,56,91,0.0,0.0
108,5,29,40,0.0,0.02118324548773804
108,5,57,91,0.0,0.0065629607242593535
108,5,30,34,0.0,0.15
108,5,58,89,0.0,0.3163146633450383
108,5,31,34,0.0,0.0
108,5,59,89,0.0,0.0
108,5,32,33,0.0,0.035415178560790454
108,5,60,87,0.0,0.09688497349612313
108,5,33,33,0.0,0.0
108,5,61,86,0.0,0.0741963204156462
108,5,34,34,0.0,0.0
108,5,62,84,0.0,-0.05
108,5,35,33,2.0,0.0
108,5,63,83,2.0,-0.032994209743212155
108,5,36,33,0.0,0.0
108,5,64,81,0.0,-0.03247462775766036
108,5,37,35,0.0,0.0
108,5,65,78,0.0,0.06800283207146265
108,5,38,40,0.0,0.0
108,5,66,75,0.0,0.09866837259860739
108,5,39,40,0.0,0.0
108,5,67,72,0.0,0.055526610145893135
108,5,40,42,0.0,-0.05
108,5,68,70,0.0,-0.2862315415353778
108,5,41,40,0.0,0.0
108,5,69,69,0.0,0.05557780188657735
108,5,42,44,0.0,-0.006207493731372321
108,5,70,68,0.0,0.1851918030410576
108,5,43,45,0.0,-0.2
108,5,71,67,0.0,0.05093591252802898
108,6,0,74,0.0,-0.14087747464883157
108,6,34,34,0.0,-0.002626870487102928
108,6,1,75,0.0,-0.2389731459454056
108,6,35,33,0.0,0.0
108,6,2,77,0.0,0.02802873572697928
108,6,36,33,0.0,0.0
108,6,3,77,0.0,0.004523747654188226
108,6,37,35,0.0,0.0
108,6,4,78,0.0,-0.19449357376841214
108,6,38,40,0.0,0.0
108,6,5,79,0.0,0.15216796189526213
108,6,39,40,0.0,0.0
108,6,6,81,0.0,0.004642934146767863
108,6,40,42,0.0,0.0
108,6,7,82,0.0,-0.06209105849250596
